,FOMC_Statements
2014-01-29,inform receiv sinc feder open market committe decemb indic growth econom activ pick recent quarters. labor market indic mix balanc show improvement. unemploy rate declin remain elevated. household spend busi fix invest advanc quickli recent month recoveri hous sector slow somewhat. fiscal polici restrain econom growth although extent restraint diminishing. inflat run committe longer object longer term inflat expect remain stable. consist statutori mandat committe seek foster maximum employ price stability. committe expect appropri polici accommod econom activ expand moder pace unemploy rate gradual declin toward level committe judg consist dual mandate. committe see risk outlook economi labor market becom nearli balanced. committe recogn inflat persist percent object could pose risk econom perform monitor inflat develop care evid inflat move back toward object medium term. take account extent feder fiscal retrench sinc incept current asset purchas program committe continu improv econom activ labor market condit period consist grow underli strength broader economy. light cumul progress toward maximum employ improv outlook labor market condit committe decid make measur reduct pace asset purchases. begin februari committe hold agenc mortgag back secur pace billion month rather billion month hold longer term treasuri secur pace billion month rather billion month. committe maintain exist polici reinvest princip payment hold agenc debt agenc mortgag back secur agenc mortgag back secur roll matur treasuri secur auction. committe sizabl still increas hold longer term secur maintain downward pressur longer term interest rate support mortgag market help make broader financi condit accommod turn promot stronger econom recoveri help ensur inflat time rate consist committe dual mandate. committe close monitor incom inform econom financi develop come month continu purchas treasuri agenc mortgag back secur employ polici tool appropri outlook labor market improv substanti context price stability. incom inform broadli support committe expect ongo improv labor market condit inflat move back toward longer object committe like reduc pace asset purchas measur step futur meetings. howev asset purchas preset cours committe decis pace remain conting committe outlook labor market inflat well assess like efficaci cost purchases. support continu progress toward maximum employ price stabil committe today reaffirm view highli accommod stanc monetari polici remain appropri consider time asset purchas program end econom recoveri strengthens. committe also reaffirm expect current except target rang feder fund rate percent appropri least long unemploy rate remain percent inflat year ahead project half percentag point committe percent longer goal longer term inflat expect continu well anchored. determin long maintain highli accommod stanc monetari polici committe also consid inform includ addit measur labor market condit indic inflat pressur inflat expect read financi developments. committe continu anticip base assess factor like appropri maintain current target rang feder fund rate well past time unemploy rate declin percent especi project inflat continu committe percent longer goal. when committe decid begin remov polici accommod take balanc approach consist longer goal maximum employ inflat percent. vote fomc monetari polici action bernank chairman william dudley vice chairman richard fisher narayana kocherlakota sandra pianalto charl plosser jerom powel jeremi stein daniel tarullo janet yellen. statement regard purchas treasuri secur agenc mortgag back secur board governor feder reserv system street constitut avenu n.w. washington
2014-03-19,inform receiv sinc feder open market committe januari indic growth econom activ slow winter month part reflect advers weather conditions. labor market indic mix balanc show improvement. unemploy rate howev remain elevated. household spend busi fix invest continu advanc recoveri hous sector remain slow. fiscal polici restrain econom growth although extent restraint diminishing. inflat run committe longer object longer term inflat expect remain stable. consist statutori mandat committe seek foster maximum employ price stability. committe expect appropri polici accommod econom activ expand moder pace labor market condit continu improv gradual move toward committe judg consist dual mandate. committe see risk outlook economi labor market nearli balanced. committe recogn inflat persist percent object could pose risk econom perform monitor inflat develop care evid inflat move back toward object medium term. committe current judg suffici underli strength broader economi support ongo improv labor market conditions. light cumul progress toward maximum employ improv outlook labor market condit sinc incept current asset purchas program committe decid make measur reduct pace asset purchases. begin april committe hold agenc mortgag back secur pace billion month rather billion month hold longer term treasuri secur pace billion month rather billion month. committe maintain exist polici reinvest princip payment hold agenc debt agenc mortgag back secur agenc mortgag back secur roll matur treasuri secur auction. committe sizabl still increas hold longer term secur maintain downward pressur longer term interest rate support mortgag market help make broader financi condit accommod turn promot stronger econom recoveri help ensur inflat time rate consist committe dual mandate. committe close monitor incom inform econom financi develop come month continu purchas treasuri agenc mortgag back secur employ polici tool appropri outlook labor market improv substanti context price stability. incom inform broadli support committe expect ongo improv labor market condit inflat move back toward longer object committe like reduc pace asset purchas measur step futur meetings. howev asset purchas preset cours committe decis pace remain conting committe outlook labor market inflat well assess like efficaci cost purchases. support continu progress toward maximum employ price stabil committe today reaffirm view highli accommod stanc monetari polici remain appropriate. determin long maintain current percent target rang feder fund rate committe assess progress realiz expect toward object maximum employ percent inflation. thi assess take account wide rang inform includ measur labor market condit indic inflat pressur inflat expect read financi developments. committe continu anticip base assess factor like appropri maintain current target rang feder fund rate consider time asset purchas program end especi project inflat continu committe percent longer goal provid longer term inflat expect remain well anchored. when committe decid begin remov polici accommod take balanc approach consist longer goal maximum employ inflat percent. committe current anticip even employ inflat near mandat consist level econom condit time warrant keep target feder fund rate level committe view normal longer run. with unemploy rate near percent committe updat forward guidance. chang committe guidanc indic chang committe polici intent forth recent statements. vote fomc monetari polici action janet yellen chair william dudley vice chairman richard fisher sandra pianalto charl plosser jerom powel jeremi stein daniel tarullo. vote action narayana kocherlakota support sixth paragraph believ fifth paragraph weaken credibl committe commit return inflat percent target foster polici uncertainti hinder econom activity. statement regard purchas treasuri secur agenc mortgag back secur board governor feder reserv system street constitut avenu n.w. washington
2014-04-30,inform receiv sinc feder open market committe march indic growth econom activ pick recent slow sharpli winter part advers weather conditions. labor market indic mix balanc show improvement. unemploy rate howev remain elevated. household spend appear rise quickly. busi fix invest edg recoveri hous sector remain slow. fiscal polici restrain econom growth although extent restraint diminishing. inflat run committe longer object longer term inflat expect remain stable. consist statutori mandat committe seek foster maximum employ price stability. committe expect appropri polici accommod econom activ expand moder pace labor market condit continu improv gradual move toward committe judg consist dual mandate. committe see risk outlook economi labor market nearli balanced. committe recogn inflat persist percent object could pose risk econom perform monitor inflat develop care evid inflat move back toward object medium term. committe current judg suffici underli strength broader economi support ongo improv labor market conditions. light cumul progress toward maximum employ improv outlook labor market condit sinc incept current asset purchas program committe decid make measur reduct pace asset purchases. begin committe hold agenc mortgag back secur pace billion month rather billion month hold longer term treasuri secur pace billion month rather billion month. committe maintain exist polici reinvest princip payment hold agenc debt agenc mortgag back secur agenc mortgag back secur roll matur treasuri secur auction. committe sizabl still increas hold longer term secur maintain downward pressur longer term interest rate support mortgag market help make broader financi condit accommod turn promot stronger econom recoveri help ensur inflat time rate consist committe dual mandate. committe close monitor incom inform econom financi develop come month continu purchas treasuri agenc mortgag back secur employ polici tool appropri outlook labor market improv substanti context price stability. incom inform broadli support committe expect ongo improv labor market condit inflat move back toward longer object committe like reduc pace asset purchas measur step futur meetings. howev asset purchas preset cours committe decis pace remain conting committe outlook labor market inflat well assess like efficaci cost purchases. support continu progress toward maximum employ price stabil committe today reaffirm view highli accommod stanc monetari polici remain appropriate. determin long maintain current percent target rang feder fund rate committe assess progress realiz expect toward object maximum employ percent inflation. thi assess take account wide rang inform includ measur labor market condit indic inflat pressur inflat expect read financi developments. committe continu anticip base assess factor like appropri maintain current target rang feder fund rate consider time asset purchas program end especi project inflat continu committe percent longer goal provid longer term inflat expect remain well anchored. when committe decid begin remov polici accommod take balanc approach consist longer goal maximum employ inflat percent. committe current anticip even employ inflat near mandat consist level econom condit time warrant keep target feder fund rate level committe view normal longer run. vote fomc monetari polici action janet yellen chair william dudley vice chairman richard fisher narayana kocherlakota sandra pianalto charl plosser jerom powel jeremi stein daniel tarullo. statement regard purchas treasuri secur agenc mortgag back secur board governor feder reserv system street constitut avenu n.w. washington
2014-06-18,inform receiv sinc feder open market committe april indic growth econom activ rebound recent months. labor market indic gener show improvement. unemploy rate though lower remain elevated. household spend appear rise moder busi fix invest resum advanc recoveri hous sector remain slow. fiscal polici restrain econom growth although extent restraint diminishing. inflat run committe longer object longer term inflat expect remain stable. consist statutori mandat committe seek foster maximum employ price stability. committe expect appropri polici accommod econom activ expand moder pace labor market condit continu improv gradual move toward committe judg consist dual mandate. committe see risk outlook economi labor market nearli balanced. committe recogn inflat persist percent object could pose risk econom perform monitor inflat develop care evid inflat move back toward object medium term. committe current judg suffici underli strength broader economi support ongo improv labor market conditions. light cumul progress toward maximum employ improv outlook labor market condit sinc incept current asset purchas program committe decid make measur reduct pace asset purchases. begin juli committe hold agenc mortgag back secur pace billion month rather billion month hold longer term treasuri secur pace billion month rather billion month. committe maintain exist polici reinvest princip payment hold agenc debt agenc mortgag back secur agenc mortgag back secur roll matur treasuri secur auction. committe sizabl still increas hold longer term secur maintain downward pressur longer term interest rate support mortgag market help make broader financi condit accommod turn promot stronger econom recoveri help ensur inflat time rate consist committe dual mandate. committe close monitor incom inform econom financi develop come month continu purchas treasuri agenc mortgag back secur employ polici tool appropri outlook labor market improv substanti context price stability. incom inform broadli support committe expect ongo improv labor market condit inflat move back toward longer object committe like reduc pace asset purchas measur step futur meetings. howev asset purchas preset cours committe decis pace remain conting committe outlook labor market inflat well assess like efficaci cost purchases. support continu progress toward maximum employ price stabil committe today reaffirm view highli accommod stanc monetari polici remain appropriate. determin long maintain current percent target rang feder fund rate committe assess progress realiz expect toward object maximum employ percent inflation. thi assess take account wide rang inform includ measur labor market condit indic inflat pressur inflat expect read financi developments. committe continu anticip base assess factor like appropri maintain current target rang feder fund rate consider time asset purchas program end especi project inflat continu committe percent longer goal provid longer term inflat expect remain well anchored. when committe decid begin remov polici accommod take balanc approach consist longer goal maximum employ inflat percent. committe current anticip even employ inflat near mandat consist level econom condit time warrant keep target feder fund rate level committe view normal longer run. vote fomc monetari polici action janet yellen chair william dudley vice chairman lael brainard stanley fischer richard fisher narayana kocherlakota loretta mester charl plosser jerom powel daniel tarullo. statement regard purchas treasuri secur agenc mortgag back secur board governor feder reserv system street constitut avenu n.w. washington
2014-07-30,inform receiv sinc feder open market committe june indic growth econom activ rebound second quarter. labor market condit improv unemploy rate declin further. howev rang labor market indic suggest remain signific underutil labor resources. household spend appear rise moder busi fix invest advanc recoveri hous sector remain slow. fiscal polici restrain econom growth although extent restraint diminishing. inflat move somewhat closer committe longer objective. longer term inflat expect remain stable. consist statutori mandat committe seek foster maximum employ price stability. committe expect appropri polici accommod econom activ expand moder pace labor market indic inflat move toward level committe judg consist dual mandate. committe see risk outlook econom activ labor market nearli balanc judg likelihood inflat run persist percent diminish somewhat. committe current judg suffici underli strength broader economi support ongo improv labor market conditions. light cumul progress toward maximum employ improv outlook labor market condit sinc incept current asset purchas program committe decid make measur reduct pace asset purchases. begin august committe hold agenc mortgag back secur pace billion month rather billion month hold longer term treasuri secur pace billion month rather billion month. committe maintain exist polici reinvest princip payment hold agenc debt agenc mortgag back secur agenc mortgag back secur roll matur treasuri secur auction. committe sizabl still increas hold longer term secur maintain downward pressur longer term interest rate support mortgag market help make broader financi condit accommod turn promot stronger econom recoveri help ensur inflat time rate consist committe dual mandate. committe close monitor incom inform econom financi develop come month continu purchas treasuri agenc mortgag back secur employ polici tool appropri outlook labor market improv substanti context price stability. incom inform broadli support committe expect ongo improv labor market condit inflat move back toward longer object committe like reduc pace asset purchas measur step futur meetings. howev asset purchas preset cours committe decis pace remain conting committe outlook labor market inflat well assess like efficaci cost purchases. support continu progress toward maximum employ price stabil committe today reaffirm view highli accommod stanc monetari polici remain appropriate. determin long maintain current percent target rang feder fund rate committe assess progress realiz expect toward object maximum employ percent inflation. thi assess take account wide rang inform includ measur labor market condit indic inflat pressur inflat expect read financi developments. committe continu anticip base assess factor like appropri maintain current target rang feder fund rate consider time asset purchas program end especi project inflat continu committe percent longer goal provid longer term inflat expect remain well anchored. when committe decid begin remov polici accommod take balanc approach consist longer goal maximum employ inflat percent. committe current anticip even employ inflat near mandat consist level econom condit time warrant keep target feder fund rate level committe view normal longer run. vote fomc monetari polici action janet yellen chair william dudley vice chairman lael brainard stanley fischer richard fisher narayana kocherlakota loretta mester jerom powel daniel tarullo. vote charl plosser object guidanc indic like appropri maintain current target rang feder fund rate consider time asset purchas program end languag time depend reflect consider econom progress made toward committe goals. statement regard purchas treasuri secur agenc mortgag back secur board governor feder reserv system street constitut avenu n.w. washington
2014-09-17,inform receiv sinc feder open market committe juli suggest econom activ expand moder pace. balanc labor market condit improv somewhat howev unemploy rate littl chang rang labor market indic suggest remain signific underutil labor resources. household spend appear rise moder busi fix invest advanc recoveri hous sector remain slow. fiscal polici restrain econom growth although extent restraint diminishing. inflat run committe longer objective. longer term inflat expect remain stable. consist statutori mandat committe seek foster maximum employ price stability. committe expect appropri polici accommod econom activ expand moder pace labor market indic inflat move toward level committe judg consist dual mandate. committe see risk outlook econom activ labor market nearli balanc judg likelihood inflat run persist percent diminish somewhat sinc earli year. committe current judg suffici underli strength broader economi support ongo improv labor market conditions. light cumul progress toward maximum employ improv outlook labor market condit sinc incept current asset purchas program committe decid make measur reduct pace asset purchases. begin octob committe hold agenc mortgag back secur pace billion month rather billion month hold longer term treasuri secur pace billion month rather billion month. committe maintain exist polici reinvest princip payment hold agenc debt agenc mortgag back secur agenc mortgag back secur roll matur treasuri secur auction. committe sizabl still increas hold longer term secur maintain downward pressur longer term interest rate support mortgag market help make broader financi condit accommod turn promot stronger econom recoveri help ensur inflat time rate consist committe dual mandate. committe close monitor incom inform econom financi develop come month continu purchas treasuri agenc mortgag back secur employ polici tool appropri outlook labor market improv substanti context price stability. incom inform broadli support committe expect ongo improv labor market condit inflat move back toward longer object committe current program asset purchas next meeting. howev asset purchas preset cours committe decis pace remain conting committe outlook labor market inflat well assess like efficaci cost purchases. support continu progress toward maximum employ price stabil committe today reaffirm view highli accommod stanc monetari polici remain appropriate. determin long maintain current percent target rang feder fund rate committe assess progress realiz expect toward object maximum employ percent inflation. thi assess take account wide rang inform includ measur labor market condit indic inflat pressur inflat expect read financi developments. committe continu anticip base assess factor like appropri maintain current target rang feder fund rate consider time asset purchas program end especi project inflat continu committe percent longer goal provid longer term inflat expect remain well anchored. when committe decid begin remov polici accommod take balanc approach consist longer goal maximum employ inflat percent. committe current anticip even employ inflat near mandat consist level econom condit time warrant keep target feder fund rate level committe view normal longer run. vote fomc monetari polici action janet yellen chair william dudley vice chairman lael brainard stanley fischer narayana kocherlakota loretta mester jerom powel daniel tarullo. vote action richard fisher charl plosser. presid fisher believ continu strengthen real economi improv outlook labor util gener price stabil continu sign financi market excess like warrant earlier reduct monetari accommod suggest committe state forward guidance. presid plosser object guidanc indic like appropri maintain current target rang feder fund rate consider time asset purchas program end languag time depend reflect consider econom progress made toward committe goals. statement regard purchas treasuri secur agenc mortgag back secur board governor feder reserv system street constitut avenu n.w. washington
2014-10-29,inform receiv sinc feder open market committe septemb suggest econom activ expand moder pace. labor market condit improv somewhat solid gain lower unemploy rate. balanc rang labor market indic suggest underutil labor resourc gradual diminishing. household spend rise moder busi fix invest advanc recoveri hous sector remain slow. inflat continu committe longer objective. market base measur inflat compens declin somewhat survey base measur longer term inflat expect remain stable. consist statutori mandat committe seek foster maximum employ price stability. committe expect appropri polici accommod econom activ expand moder pace labor market indic inflat move toward level committe judg consist dual mandate. committe see risk outlook econom activ labor market nearli balanced. although inflat near term like held lower energi price factor committe judg likelihood inflat run persist percent diminish somewhat sinc earli year. committe judg substanti improv outlook labor market sinc incept current asset purchas program. moreov committe continu suffici underli strength broader economi support ongo progress toward maximum employ context price stability. accordingli committe decid conclud asset purchas program month. committe maintain exist polici reinvest princip payment hold agenc debt agenc mortgag back secur agenc mortgag back secur roll matur treasuri secur auction. thi polici keep committe hold longer term secur sizabl level help maintain accommod financi conditions. support continu progress toward maximum employ price stabil committe today reaffirm view current percent target rang feder fund rate remain appropriate. determin long maintain target rang committe assess progress realiz expect toward object maximum employ percent inflation. thi assess take account wide rang inform includ measur labor market condit indic inflat pressur inflat expect read financi developments. committe anticip base current assess like appropri maintain percent target rang feder fund rate consider time follow asset purchas program month especi project inflat continu committe percent longer goal provid longer term inflat expect remain well anchored. howev incom inform indic faster progress toward committe employ inflat object committe expect increas target rang feder fund rate like occur sooner current anticipated. convers progress prove slower expect increas target rang like occur later current anticipated. when committe decid begin remov polici accommod take balanc approach consist longer goal maximum employ inflat percent. committe current anticip even employ inflat near mandat consist level econom condit time warrant keep target feder fund rate level committe view normal longer run. vote fomc monetari polici action janet yellen chair william dudley vice chairman lael brainard stanley fischer richard fisher loretta mester charl plosser jerom powel daniel tarullo. vote action narayana kocherlakota believ light continu sluggish inflat outlook recent slide market base measur longer term inflat expect committe commit keep current target rang feder fund rate least year ahead inflat outlook return percent continu asset purchas program current level. statement regard purchas treasuri secur agenc mortgag back secur board governor feder reserv system street constitut avenu n.w. washington
2014-12-17,inform receiv sinc feder open market committe octob suggest econom activ expand moder pace. labor market condit improv solid gain lower unemploy rate. balanc rang labor market indic suggest underutil labor resourc continu diminish. household spend rise moder busi fix invest advanc recoveri hous sector remain slow. inflat continu committe longer object partli reflect declin energi prices. market base measur inflat compens declin somewhat survey base measur longer term inflat expect remain stable. consist statutori mandat committe seek foster maximum employ price stability. committe expect appropri polici accommod econom activ expand moder pace labor market indic move toward level committe judg consist dual mandate. committe see risk outlook econom activ labor market nearli balanced. committe expect inflat rise gradual toward percent labor market improv transitori effect lower energi price factor dissipate. committe continu monitor inflat develop closely. support continu progress toward maximum employ price stabil committe today reaffirm view current percent target rang feder fund rate remain appropriate. determin long maintain target rang committe assess progress realiz expect toward object maximum employ percent inflation. thi assess take account wide rang inform includ measur labor market condit indic inflat pressur inflat expect read financi developments. base current assess committe judg patient begin normal stanc monetari policy. committe see guidanc consist previou statement like appropri maintain percent target rang feder fund rate consider time follow asset purchas program octob especi project inflat continu committe percent longer goal provid longer term inflat expect remain well anchored. howev incom inform indic faster progress toward committe employ inflat object committe expect increas target rang feder fund rate like occur sooner current anticipated. convers progress prove slower expect increas target rang like occur later current anticipated. committe maintain exist polici reinvest princip payment hold agenc debt agenc mortgag back secur agenc mortgag back secur roll matur treasuri secur auction. thi polici keep committe hold longer term secur sizabl level help maintain accommod financi conditions. when committe decid begin remov polici accommod take balanc approach consist longer goal maximum employ inflat percent. committe current anticip even employ inflat near mandat consist level econom condit time warrant keep target feder fund rate level committe view normal longer run. vote fomc monetari polici action janet yellen chair william dudley vice chairman lael brainard stanley fischer loretta mester jerom powel daniel tarullo. vote action richard fisher believ committe patient begin normal monetari polici improv u.s. econom perform sinc octob move forward major committe envis date like appropri increas feder fund rate narayana kocherlakota believ committe decis context ongo inflat fall market base measur longer term inflat expect creat undu downsid risk credibl percent inflat target charl plosser believ statement stress import passag time element forward guidanc given improv econom condit emphas consist current forward guidanc previou statements. board governor feder reserv system street constitut avenu n.w. washington
2018-01-31,inform receiv sinc feder open market committe decemb indic labor market continu strengthen econom activ rise solid rate. gain employ household spend busi fix invest solid unemploy rate stay low. month basi overal inflat inflat item food energi continu percent. market base measur inflat compens increas recent month remain survey base measur longer term inflat expect littl chang balance. consist statutori mandat committe seek foster maximum employ price stability. committe expect gradual adjust stanc monetari polici econom activ expand moder pace labor market condit remain strong. inflat month basi expect move year stabil around committe percent object medium term. near term risk econom outlook appear roughli balanc committe monitor inflat develop closely. view realiz expect labor market condit inflat committe decid maintain target rang feder fund rate percent. stanc monetari polici remain accommod therebi support strong labor market condit sustain return percent inflation. determin time size futur adjust target rang feder fund rate committe assess realiz expect econom condit rel object maximum employ percent inflation. thi assess take account wide rang inform includ measur labor market condit indic inflat pressur inflat expect read financi intern developments. committe care monitor actual expect inflat develop rel symmetr inflat goal. committe expect econom condit evolv manner warrant gradual increas feder fund rate feder fund rate like remain time level expect prevail longer run. howev actual path feder fund rate depend econom outlook inform incom data. vote fomc monetari polici action janet yellen chair william dudley vice chairman thoma barkin raphael bostic lael brainard loretta mester jerom powel randal quarl john williams. implement note issu januari board governor feder reserv system street constitut avenu n.w. washington
2018-03-21,inform receiv sinc feder open market committe januari indic labor market continu strengthen econom activ rise moder rate. gain strong recent month unemploy rate stay low. recent data suggest growth rate household spend busi fix invest moder strong fourth quarter readings. month basi overal inflat inflat item food energi continu percent. market base measur inflat compens increas recent month remain survey base measur longer term inflat expect littl chang balance. consist statutori mandat committe seek foster maximum employ price stability. econom outlook strengthen recent months. committe expect gradual adjust stanc monetari polici econom activ expand moder pace medium term labor market condit remain strong. inflat month basi expect move come month stabil around committe percent object medium term. near term risk econom outlook appear roughli balanc committe monitor inflat develop closely. view realiz expect labor market condit inflat committe decid rais target rang feder fund rate percent. stanc monetari polici remain accommod therebi support strong labor market condit sustain return percent inflation. determin time size futur adjust target rang feder fund rate committe assess realiz expect econom condit rel object maximum employ percent inflation. thi assess take account wide rang inform includ measur labor market condit indic inflat pressur inflat expect read financi intern developments. committe care monitor actual expect inflat develop rel symmetr inflat goal. committe expect econom condit evolv manner warrant gradual increas feder fund rate feder fund rate like remain time level expect prevail longer run. howev actual path feder fund rate depend econom outlook inform incom data. vote fomc monetari polici action jerom powel chairman william dudley vice chairman thoma barkin raphael bostic lael brainard loretta mester randal quarl john williams. implement note issu march board governor feder reserv system street constitut avenu n.w. washington
2018-05-02,inform receiv sinc feder open market committe march indic labor market continu strengthen econom activ rise moder rate. gain strong averag recent month unemploy rate stay low. recent data suggest growth household spend moder strong fourth quarter pace busi fix invest continu grow strongly. month basi overal inflat inflat item food energi move close percent. market base measur inflat compens remain survey base measur longer term inflat expect littl chang balance. consist statutori mandat committe seek foster maximum employ price stability. committe expect gradual adjust stanc monetari polici econom activ expand moder pace medium term labor market condit remain strong. inflat month basi expect near committe symmetr percent object medium term. risk econom outlook appear roughli balanced. view realiz expect labor market condit inflat committe decid maintain target rang feder fund rate percent. stanc monetari polici remain accommod therebi support strong labor market condit sustain return percent inflation. determin time size futur adjust target rang feder fund rate committe assess realiz expect econom condit rel object maximum employ percent inflation. thi assess take account wide rang inform includ measur labor market condit indic inflat pressur inflat expect read financi intern developments. committe care monitor actual expect inflat develop rel symmetr inflat goal. committe expect econom condit evolv manner warrant gradual increas feder fund rate feder fund rate like remain time level expect prevail longer run. howev actual path feder fund rate depend econom outlook inform incom data. vote fomc monetari polici action jerom powel chairman william dudley vice chairman thoma barkin raphael bostic lael brainard loretta mester randal quarl john williams. implement note issu board governor feder reserv system street constitut avenu n.w. washington
2018-06-13,inform receiv sinc feder open market committe indic labor market continu strengthen econom activ rise solid rate. gain strong averag recent month unemploy rate declined. recent data suggest growth household spend pick busi fix invest continu grow strongly. month basi overal inflat inflat item food energi move close percent. indic longer term inflat expect littl chang balance. consist statutori mandat committe seek foster maximum employ price stability. committe expect gradual increas target rang feder fund rate consist sustain expans econom activ strong labor market condit inflat near committe symmetr percent object medium term. risk econom outlook appear roughli balanced. view realiz expect labor market condit inflat committe decid rais target rang feder fund rate percent. stanc monetari polici remain accommod therebi support strong labor market condit sustain return percent inflation. determin time size futur adjust target rang feder fund rate committe assess realiz expect econom condit rel maximum employ object symmetr percent inflat objective. thi assess take account wide rang inform includ measur labor market condit indic inflat pressur inflat expect read financi intern developments. vote fomc monetari polici action jerom powel chairman william dudley vice chairman thoma barkin raphael bostic lael brainard loretta mester randal quarl john williams. implement note issu june board governor feder reserv system street constitut avenu n.w. washington
2018-08-01,inform receiv sinc feder open market committe june indic labor market continu strengthen econom activ rise strong rate. gain strong averag recent month unemploy rate stay low. household spend busi fix invest grown strongly. month basi overal inflat inflat item food energi remain near percent. indic longer term inflat expect littl chang balance. consist statutori mandat committe seek foster maximum employ price stability. committe expect gradual increas target rang feder fund rate consist sustain expans econom activ strong labor market condit inflat near committe symmetr percent object medium term. risk econom outlook appear roughli balanced. view realiz expect labor market condit inflat committe decid maintain target rang feder fund rate percent. stanc monetari polici remain accommod therebi support strong labor market condit sustain return percent inflation. determin time size futur adjust target rang feder fund rate committe assess realiz expect econom condit rel maximum employ object symmetr percent inflat objective. thi assess take account wide rang inform includ measur labor market condit indic inflat pressur inflat expect read financi intern developments. vote fomc monetari polici action jerom powel chairman john william vice chairman thoma barkin raphael bostic lael brainard esther georg loretta mester randal quarles. implement note issu august board governor feder reserv system street constitut avenu n.w. washington
2018-09-26,inform receiv sinc feder open market committe august indic labor market continu strengthen econom activ rise strong rate. gain strong averag recent month unemploy rate stay low. household spend busi fix invest grown strongly. month basi overal inflat inflat item food energi remain near percent. indic longer term inflat expect littl chang balance. consist statutori mandat committe seek foster maximum employ price stability. committe expect gradual increas target rang feder fund rate consist sustain expans econom activ strong labor market condit inflat near committe symmetr percent object medium term. risk econom outlook appear roughli balanced. view realiz expect labor market condit inflat committe decid rais target rang feder fund rate percent. determin time size futur adjust target rang feder fund rate committe assess realiz expect econom condit rel maximum employ object symmetr percent inflat objective. thi assess take account wide rang inform includ measur labor market condit indic inflat pressur inflat expect read financi intern developments. vote fomc monetari polici action jerom powel chairman john william vice chairman thoma barkin raphael bostic lael brainard richard clarida esther georg loretta mester randal quarles. implement note issu septemb board governor feder reserv system street constitut avenu n.w. washington
2018-11-08,inform receiv sinc feder open market committe septemb indic labor market continu strengthen econom activ rise strong rate. gain strong averag recent month unemploy rate declined. household spend continu grow strongli growth busi fix invest moder rapid pace earlier year. month basi overal inflat inflat item food energi remain near percent. indic longer term inflat expect littl chang balance. consist statutori mandat committe seek foster maximum employ price stability. committe expect gradual increas target rang feder fund rate consist sustain expans econom activ strong labor market condit inflat near committe symmetr percent object medium term. risk econom outlook appear roughli balanced. view realiz expect labor market condit inflat committe decid maintain target rang feder fund rate percent. determin time size futur adjust target rang feder fund rate committe assess realiz expect econom condit rel maximum employ object symmetr percent inflat objective. thi assess take account wide rang inform includ measur labor market condit indic inflat pressur inflat expect read financi intern developments. vote fomc monetari polici action jerom powel chairman john william vice chairman thoma barkin raphael bostic lael brainard richard clarida mari dali loretta mester randal quarles. implement note issu novemb board governor feder reserv system street constitut avenu n.w. washington
2018-12-19,inform receiv sinc feder open market committe novemb indic labor market continu strengthen econom activ rise strong rate. gain strong averag recent month unemploy rate remain low. household spend continu grow strongli growth busi fix invest moder rapid pace earlier year. month basi overal inflat inflat item food energi remain near percent. indic longer term inflat expect littl chang balance. consist statutori mandat committe seek foster maximum employ price stability. committe judg gradual increas target rang feder fund rate consist sustain expans econom activ strong labor market condit inflat near committe symmetr percent object medium term. committe judg risk econom outlook roughli balanc continu monitor global econom financi develop assess implic econom outlook. view realiz expect labor market condit inflat committe decid rais target rang feder fund rate percent. determin time size futur adjust target rang feder fund rate committe assess realiz expect econom condit rel maximum employ object symmetr percent inflat objective. thi assess take account wide rang inform includ measur labor market condit indic inflat pressur inflat expect read financi intern developments. vote fomc monetari polici action jerom powel chairman john william vice chairman thoma barkin raphael bostic michel bowman lael brainard richard clarida mari dali loretta mester randal quarles. implement note issu decemb board governor feder reserv system street constitut avenu n.w. washington
2019-01-30,inform receiv sinc feder open market committe decemb indic labor market continu strengthen econom activ rise solid rate. gain strong averag recent month unemploy rate remain low. household spend continu grow strongli growth busi fix invest moder rapid pace earlier last year. month basi overal inflat inflat item food energi remain near percent. although market base measur inflat compens move lower recent month survey base measur longer term inflat expect littl changed. consist statutori mandat committe seek foster maximum employ price stability. support goal committe decid maintain target rang feder fund rate percent. committe continu view sustain expans econom activ strong labor market condit inflat near committe symmetr percent object like outcomes. light global econom financi develop mute inflat pressur committe patient determin futur adjust target rang feder fund rate appropri support outcomes. determin time size futur adjust target rang feder fund rate committe assess realiz expect econom condit rel maximum employ object symmetr percent inflat objective. thi assess take account wide rang inform includ measur labor market condit indic inflat pressur inflat expect read financi intern developments. vote fomc monetari polici action jerom powel chairman john william vice chairman michel bowman lael brainard jame bullard richard clarida charl evan esther georg randal quarl eric rosengren. implement note issu januari board governor feder reserv system street constitut avenu n.w. washington
